UID,lon,lat,CEWOVll,nearest_mapped_dist,n_wetlands_pwet,area_wetlands_pwet,wet_prop_mean,area_mean_max,STRANNTEMP,STRELEMEAN,STRANNRAIN,RUNANNMEAN,VALLEYSLOPE,Perca fluviatilis,Philypnodon grandiceps,Cyprinus carpio,Gambusia holbrooki,Nannoperca australis,Retropinna semoni,Craterocephalus fluviatilis,Gadopsis marmoratus,Mogurnda adspersa,Hypseleotris klunzingeri,Galaxias rostratus,Misgurnus anguillicaudatus,id
r1xequn5b,145.850965807414,-35.9682732495,Central Murray,17.3756918406878,16,374.827772161051,1,5.4252666975487855,15.2002048492432,111.601013183594,473.918029785156,8517018,0.00859125331044197,2,0,3,0,0,3,0,1,0,0,0,0,37790
r1xer1wjr,145.867080153093,-35.9758265094999,Central Murray,0,0,0,1,22.590527435402812,15.1999998092651,117.395317077637,479.514282226562,77.1240005493164,0.0626773536205292,0,0,0,0,0,1,0,0,0,0,0,0,37793
r1xer79nh,145.861780213974,-35.9747690005,Central Murray,0,25,446.674731865933,1,209.17738150568113,15.2002048492432,111.601013183594,473.918029785156,8517018,0.00859125331044197,9,7,19,6,0,13,0,0,0,6,0,0,37797
r1xerwpnp,145.885842383744,-35.9569501875,Central Murray,50.4640360983797,20,328.394503578043,1,32.13012834418244,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,0,0,4,0,0,3,0,0,0,0,0,0,37816
r1xerxn8r,145.887779305072,-35.952649255,Central Murray,5.27524888030424,22,391.472929962771,1,47.16716042789906,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,3,1,11,0,0,8,0,1,0,0,0,0,37819
r1xes10nf,145.723005178156,-35.94046133,Central Murray,28.8076834980485,16,160.931377959037,1,10.970157852853658,15.1999998092651,109.966415405273,464.399993896484,8274161,0.00458187097683549,0,0,1,0,0,1,0,0,0,0,0,0,37823
r1xex8dn8,145.871912027924,-35.9463918185,Central Murray,547.312427663402,0,0,1,21.155626202410076,15.2557373046875,112.288864135742,473.721313476562,8516556,0.00856344774365425,0,0,1,1,0,0,0,0,0,0,0,0,37832
r1xfpcr4u,146.252493829459,-36.2104043959999,Ovens,0,3,69.3133120171993,1,78.69880874331879,14.8616437911987,142.107131958008,554.301391601562,1740.90576171875,0.0872549936175346,0,0,0,0,2,0,0,0,0,0,0,0,37883
r1xfpy00f,146.239180724867,-36.1787281025,Ovens,0,4,112.546301005935,1,26.105056917668893,14.8999996185303,138.008529663086,540.333312988281,237061.296875,0.0270573906600475,0,0,1,0,0,0,0,0,0,0,0,0,37891
r1xfpz7uz,146.253003730912,-36.17082405,Ovens,0,4,112.546301005935,1,231.2339882191104,14.9198341369629,137.985778808594,542.991760253906,267386.75,0.0287414230406284,2,1,7,2,0,4,0,0,0,6,0,0,37893
r1xfreb2q,146.232749598943,-36.1527367659999,Ovens,0,7,150.301411163153,1,297.2996945781045,14.972092628479,137.320068359375,536.325561523438,1897611.375,0.0201809275895357,1,1,15,3,0,3,0,0,0,10,0,0,37897
r1xfrn3vm,146.208160888529,-36.1296696514999,Ovens,0,0,0,1,7.37572876808107,15,136.075378417969,527.25,1488.85583496094,0.0338036082684994,0,0,1,0,0,0,0,0,0,0,0,0,37902
r1xfwfnfe,146.204056053847,-36.1126320394999,Ovens,7.18283113847957,9,175.404342798098,1,14.463659891435658,15,134.383499145508,523.375,1894695.375,0.083749920129776,1,0,5,0,0,0,0,0,0,0,0,0,37948
r1xfwtvuh,146.192096784799,-36.0907541975,Ovens,118.345934937815,14,222.918437482731,0.9722222222222222,0.8921197683257295,15.0034484863281,132.046417236328,520.103454589844,1847251,0.0352388322353363,0,0,1,1,0,0,0,0,0,1,0,0,37950
r1xfwuvvz,146.203967948932,-36.094678868,Ovens,0,18,276.633319994974,1,40.37317945617266,15.0034484863281,132.046417236328,520.103454589844,1847251,0.0352388322353363,0,0,1,1,0,0,0,0,0,0,0,0,37952
r1xfwxyzt,146.191582909471,-36.0785482519999,Central Murray,0,26,325.388723863058,1,38.466349530761235,15.0820512771606,129.836807250977,515.615356445312,2396939.5,0.0964481830596924,1,0,0,0,0,0,0,0,0,2,0,0,37954
r1xfx0mk8,146.21741712884,-36.1055342315,Ovens,0,24,332.846332977461,1,212.72544155831403,15,133.731979370117,523.5,185069.5,0,1,1,2,3,1,1,0,0,0,0,1,1,37959
r1xfx4cg9,146.208978701074,-36.1081066135,Ovens,0,9,175.404342798098,1,5.991644407565641,15,134.383499145508,523.375,1894695.375,0.083749920129776,0,0,1,0,0,0,0,0,0,0,0,0,37961
r1xfx4hsq,146.21225675147,-36.110937954,Ovens,0,8,167.821684904903,1,13.652441592421193,15,134.383499145508,523.375,1894695.375,0.083749920129776,3,0,0,0,0,5,0,0,0,12,0,0,37962
r1xfxj8rd,146.207890740815,-36.0925256065,Ovens,0,15,227.270917097596,1,46.8109214922777,15.0034484863281,132.046417236328,520.103454589844,1847251,0.0352388322353363,1,0,1,0,0,1,0,0,0,2,0,0,37965
r1xfxq1kf,146.220040169202,-36.090099369,Ovens,0,0,0,1,5.5135710772851025,15,134.255477905273,523.5,123.492088317871,0.239817142486572,0,0,1,1,0,1,0,0,0,1,0,0,37968
r1xfy8h9x,146.189120636991,-36.0801774455,Central Murray,578.859764796213,0,0,0.9444444444444444,1.2000352068780638,15.0820512771606,129.836807250977,515.615356445312,2396939.5,0.0964481830596924,0,0,1,1,0,0,0,0,0,0,0,1,37971
r1xfygv1f,146.202185417063,-36.058947393,Central Murray,31.7894636417421,33,374.122756392684,1,53.3584429182879,15.1000003814697,125.081069946289,512.782592773438,411433.5,9.0036302572116e-4,0,0,1,0,0,0,0,0,0,0,0,0,37979
r1xfyqp8t,146.194161407114,-36.039504795,Central Murray,3.08523835212536,51,466.86354908657,1,48.07917248798929,15.1000003814697,124.855201721191,506.952392578125,5065170,0.0103002963587642,0,0,3,0,0,0,0,0,0,0,0,0,37988
r1xfyqtqt,146.181044636617,-36.042238042,Central Murray,45.2929839801839,0,0,1,14.28315399134396,15.1000003814697,124.855201721191,506.952392578125,5065170,0.0103002963587642,2,0,0,0,0,0,0,0,0,0,0,0,37990
r1xfyssyh,146.19288878266,-36.05065128,Central Murray,0,0,0,1,120.69635506491385,15.0803279876709,126.236557006836,512.295104980469,266183.25,0.117481306195259,2,0,4,0,0,0,0,1,0,0,0,0,37996
r1xfywknp,146.189724929663,-36.042933464,Central Murray,128.134925229888,41,427.575491851391,1,3.4727280190658547,15.1000003814697,124.999992370605,507.25,2255494,0.00429176911711693,0,0,1,0,0,0,0,0,0,0,0,0,38002
r1xg273g3,145.912731938216,-35.9745979309999,Central Murray,25.9470709633241,15,279.884720816434,1,60.16250026118368,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,1,1,1,1,0,0,0,0,0,0,0,0,38091
r1xg2e0mg,145.921054306321,-35.9731314235,Central Murray,22.6767051352885,16,282.418127927329,1,129.7455819887502,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,6,0,15,2,2,12,0,1,0,3,0,0,38096
r1xg2jphk,145.911531283385,-35.9637295195,Central Murray,0,16,284.74900418396,1,24.02533565260316,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,2,0,20,0,0,14,0,5,0,0,0,0,38100
r1xg2r12k,145.903970476183,-35.951507269,Central Murray,0,16,283.352331918766,1,37.42442780136255,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,0,0,1,0,0,0,0,0,0,0,0,0,38111
r1xg2ss38,145.926952382202,-35.9665212629999,Central Murray,25.8786931088859,14,274.063535754958,1,5.6284176934915084,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,0,0,3,0,0,2,0,0,0,0,0,0,38115
r1xg2t55t,145.922080849359,-35.963315133,Central Murray,6.115669484007,15,279.884720816434,1,44.873871594591925,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,1,0,13,0,0,14,0,0,0,0,0,0,38117
r1xg2un03,145.931453485303,-35.972942581,Central Murray,0,15,276.596942865853,1,14.761172966062343,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,8,0,8,0,0,0,0,2,0,0,0,0,38119
r1xg31qv2,145.952497028694,-35.987558365,Central Murray,0.31494625322212,11,100.962286966065,1,3.4016575887293445,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,0,0,1,0,0,2,0,0,0,0,0,0,38128
r1xg32n8t,145.956733837207,-35.9902901055,Central Murray,10.1766455847647,13,118.558380522565,1,107.81260465695706,15.205192565918,114.344131469727,480.811218261719,8516296,0.0302635002881289,1,0,3,0,0,1,0,0,0,0,0,0,38130
r1xg4596h,145.989031676032,-36.015254974,Central Murray,72.6259594958587,4,58.8909989377216,0.9722222222222222,7.530526825361498,15.1455402374268,118.779449462891,488.638488769531,8514877,0.0315768383443356,0,0,1,0,0,0,0,0,0,0,0,0,38180
r1xgn8m2e,146.194575112236,-36.0288594245,Central Murray,12.0222845183845,51,448.119153149846,1,83.12329772102575,15.1285715103149,125,506.761901855469,633170.4375,0,1,0,1,0,0,1,0,0,0,0,0,0,38337
r1xh36ujj,144.904313353701,-35.7983008435,Central Murray,0,2,40.1893712384352,0.972972972972973,7.871573707774704,15.0285711288452,89.4934921264648,391.904754638672,1112839,0.00211330922320485,0,0,5,1,0,4,0,0,0,0,0,0,38441
r1xh46k6x,144.949119349148,-35.8461985255,Central Murray,0,0,0,1,62.99258880705339,15,89.8366165161133,394.193542480469,871042.4375,0.00541413854807615,0,0,4,0,0,3,0,0,0,0,0,0,38483
r1xh47z9j,144.952189704506,-35.8400691795,Central Murray,0,0,0,1,106.33687605186624,15,89.8366165161133,394.193542480469,871042.4375,0.00541413854807615,0,0,2,0,0,1,0,0,0,0,0,0,38484
r1xh4sdvy,144.947201524871,-35.831917948,Central Murray,0,13,114.317182718974,1,50.00029942974613,15,89.6469650268555,394,871045.875,0.00892276223748922,0,0,1,0,0,0,0,0,0,0,0,0,38495
r1xh56tcd,145.005914670215,-35.8430067905,Central Murray,0,20,159.417700477077,1,117.99074579018378,15,93.5595855712891,397.090911865234,3.84822487831116,0.31469202041626,0,0,5,0,0,5,0,0,0,0,0,0,38514
r1xh99hdu,144.916920237836,-35.7669160395,Central Murray,0,3,26.1778861364586,1,6.265995414311105,15.2335405349731,89.2407989501953,389.683227539062,1112933.25,0.00898726936429739,0,0,0,0,0,1,0,0,0,0,0,0,38614
r1xhh3smj,145.014654281082,-35.8626507,Central Murray,0,0,0,1,104.43048636658618,15,91.3863754272461,397.570190429688,6539261,0.0328395031392574,0,0,0,0,0,0,0,0,0,3,0,0,38759
r1xhh709v,145.03389719511,-35.84206253,Central Murray,0,15,135.56889212623,1,26.97332495325025,15.0137252807617,93.2870025634766,398.549011230469,6227745.5,0.0583125241100788,0,0,1,0,0,0,0,0,0,0,0,0,38763
r1xhhyczb,145.052130126979,-35.821812474,Central Murray,0,17,138.442173911955,0.972972972972973,170.00267217904803,15.0655517578125,97.3479309082031,400.484954833984,311477.03125,0.00868150219321251,0,0,2,5,1,0,0,0,0,0,0,0,38784
r1xhjqhx1,145.080574642199,-35.825211935,Central Murray,147.798424563049,0,0,1,1.888189202358693,15.098503112793,96.9327774047852,404.119750976562,6227717,0.020939389243722,1,1,2,3,0,1,0,0,0,0,0,0,38796
r1xhjxqvp,145.09726872291,-35.8178337945,Central Murray,0,18,124.719498878835,1,136.3868238407346,15.0655517578125,97.3479309082031,400.484954833984,311477.03125,0.00868150219321251,0,0,0,1,0,0,0,0,0,0,0,0,38803
r1xhnddvn,145.132164556993,-35.8438716724999,Central Murray,393.083154231205,0,0,0.918918918918919,2.236885492803115,15.098503112793,96.9327774047852,404.119750976562,6227717,0.020939389243722,0,0,0,0,0,0,0,0,0,3,0,0,38829
r1xhntmq8,145.136473610005,-35.829039231,Central Murray,22.4601194307988,14,121.010157754534,1,9.533142972006086,15.098503112793,96.9327774047852,404.119750976562,6227717,0.020939389243722,0,0,0,2,0,1,0,0,0,0,0,0,38842
r1xhp7ekb,145.165941182032,-35.8382841649999,Central Murray,0,17,157.571666944841,1,31.62831121723539,15.1000003814697,98.5551071166992,412.179443359375,6227663.5,0.0133974077180028,0,0,1,0,0,0,0,0,0,0,0,0,38855
r1xhpqs0c,145.187027283154,-35.8245465609999,Central Murray,0,23,222.557541021485,1,320.39889193814923,15.1000003814697,98.5551071166992,412.179443359375,6227663.5,0.0133974077180028,0,0,0,3,0,0,0,0,0,0,0,0,38870
r1xhq30ww,145.123735250335,-35.809365914,Central Murray,0,20,175.071763693167,1,142.8627416443203,15.1000003814697,98.5762939453125,406.16259765625,622841.8125,0.01240751799196,0,0,0,6,0,0,0,0,0,0,0,0,38877
r1xj45jww,144.940471618326,-35.6657158179999,Central Murray,0,0,0,1,20.32267870842856,15.2941179275513,87.9333038330078,388.705871582031,3504997.25,0.00963283982127905,0,0,4,0,0,3,0,0,0,0,0,0,39120
r1xjkf58d,145.057100520822,-35.6284561874999,Edward Wakool,0,0,0,0.5945945945945946,0.8128053486076035,15.3032608032227,91.9992980957031,393.010864257812,2667.94165039062,0.0148919895291328,0,0,0,0,0,0,0,0,0,0,0,0,39615
r1xk29jbx,145.2253390472,-35.8099335749999,Central Murray,0,12,137.540398275912,0.8918918918918919,5.128203623203476,15.1959676742554,100.392967224121,414.096771240234,32.2810554504395,0.0220961347222328,0,0,1,4,0,1,0,0,0,0,0,0,39815
r1xkh08hw,145.368045754696,-35.8549953545,Central Murray,13.3513252108881,8,246.690425620563,1,27.08361722909778,15.1994714736938,102.272888183594,432.038726806641,6642127.5,0.0172591153532267,1,0,1,0,0,1,0,0,0,0,0,0,40178
r1xkjureg,145.461836733608,-35.8332157139999,Central Murray,0,16,441.13982318841,1,247.8002092038358,15.2017621994019,103.702682495117,432.762115478516,5533744,0.01215501409024,0,0,0,1,0,1,0,0,0,0,0,0,40231
r1xkpyehe,145.54968846193,-35.821052801,Central Murray,0,11,295.843841374803,1,102.9960919596451,15.3000001907349,106.511245727539,442.085723876953,7553148,0.00696911942213774,0,0,0,1,0,1,0,0,0,2,0,0,40321
r1xn140ys,144.889608947263,-35.4946947375,Edward Wakool,0,11,43.193816609656,1,18.353730840307048,15.4475774765015,85.3849563598633,384.119598388672,6519211.5,0.00562509568408132,0,0,0,0,0,0,0,0,0,0,0,0,40592
r1xs09xgc,145.57665213921,-35.8494873045,Central Murray,0,11,236.344893252377,1,33.47414931341926,15.2250003814697,107.369613647461,454.003326416016,8503091,0.00891441758722067,0,0,1,0,0,1,0,0,0,0,0,0,42198
r1xs0bzbr,145.590844827277,-35.8550286545,Central Murray,40.1495691346713,9,228.813904935004,1,9.020348762291118,15.2250003814697,107.369613647461,454.003326416016,8503091,0.00891441758722067,0,0,1,0,0,1,0,0,0,0,0,0,42199
r1xs0cfj5,145.581539482621,-35.8485682735,Central Murray,70.6942401240873,0,0,1,1.762206956194829,15.2250003814697,107.369613647461,454.003326416016,8503091,0.00891441758722067,0,0,1,0,0,1,0,0,0,0,0,0,42201
r1xs0f04j,145.578223228743,-35.8463726044999,Central Murray,37.4018088890178,10,230.573140758218,1,15.638499783007994,15.2250003814697,107.369613647461,454.003326416016,8503091,0.00891441758722067,0,0,1,0,0,1,0,0,0,0,0,0,42203
r1xs0jv1q,145.551911266422,-35.82401714,Central Murray,46.070762046996,0,0,1,4.241711466429564,15.3000001907349,106.411170959473,442.544128417969,943865.25,0.0156710855662823,0,0,2,0,0,1,0,0,0,6,0,0,42213
r1xs0ts5y,145.571595440278,-35.8265017314999,Central Murray,0,0,0,1,18.272221089981457,15.3000001907349,107.312339782715,445.774993896484,2323.50146484375,0.028969544917345,0,0,0,0,0,0,0,0,0,2,0,0,42233
r1xs1060q,145.600160754498,-35.8613787115,Central Murray,11.4596585283556,9,228.813904935004,1,46.62104102158887,15.2250003814697,107.369613647461,454.003326416016,8503091,0.00891441758722067,0,0,1,0,0,0,0,0,0,0,0,0,42247
r1xs224sg,145.561797816958,-35.8147048949999,Central Murray,13.5837618105243,9,249.973324304011,1,4.544061526463843,15.3000001907349,106.511245727539,442.085723876953,7553148,0.00696911942213774,0,0,0,0,0,0,0,0,0,2,0,0,42266
r1y03szc7,143.514172722404,-35.0795508415,Central Murray,0,0,0,0.8648648648648649,499.64114058103974,16,59.7087287902832,323.357147216797,0.429059237241745,0.0994802564382553,1,1,1,0,0,1,0,0,0,0,0,0,43733
r1y09usgm,143.521441471021,-35.046553768,Central Murray,0,0,0,0.8378378378378378,219.6869631165005,16.0636367797852,58.4315719604492,322.272735595703,0.214173465967178,0.0650081261992455,1,1,1,0,0,1,0,0,0,0,0,0,43860
r1y2mech2,144.032177147308,-35.091314255,Edward Wakool,14.435716958789,1,3.82836985493058,0.972972972972973,1.029528143017148,15.9880218505859,63.6981010437012,331.618377685547,2883793.75,0.00421772664412856,0,0,1,0,0,0,0,0,0,0,0,0,46312
r1y47ww7b,143.591969878509,-34.7243443249999,Murrumbidgee,0,0,0,0.972972972972973,1321.120393804443,16.2990245819092,58.4906272888184,314.282928466797,4.12450218200684,0.0159749388694763,0,1,1,1,0,1,0,0,0,0,0,0,46951
r1y48xr1q,143.467716012447,-34.676555908,Murrumbidgee,0,5,538.498347187151,1,641.0306285023677,16.3142910003662,54.6426658630371,314.029632568359,1767771,0.0122066270560026,0,0,0,0,0,1,0,0,0,6,0,0,46969
r1y4gcy6f,143.615155144673,-34.6641560684999,Murrumbidgee,0,7,933.077591119722,1,731.4761932275139,16.3045444488525,59.9996299743652,312,0,2.23084116441896e-5,0,0,1,1,0,1,0,0,0,0,0,0,47059
r1y4gtnfk,143.613489627864,-34.6358309479999,Murrumbidgee,0,9,2256.01105478981,1,164.16013200721272,16.3999996185303,58.480110168457,310.799987792969,1067911.875,0.0254821572452784,0,1,1,0,0,0,0,0,0,0,0,0,47074
r1y55yrtm,143.600619145273,-34.5935894249999,Murrumbidgee,0,13,2879.95370578486,1,1146.3931910420556,16.3999996185303,59.0990524291992,310.664367675781,1067911.125,0.0186270102858543,0,0,1,0,0,0,0,0,0,0,0,0,47345
r1y5myk40,143.721370117876,-34.550044526,Murrumbidgee,0,13,3789.04488950861,0.945945945945946,144.51739823856568,16.3999996185303,61.5350341796875,308.556823730469,305543.34375,0.00742949778214097,0,1,2,1,0,0,0,0,0,0,0,0,47561
r1y5qe0j5,143.723537275426,-34.566763535,Murrumbidgee,0,0,0,0.972972972972973,585.5056040544916,16.3993148803711,63.6915702819824,309.787658691406,1.38185203075409,0.159033983945847,0,0,2,0,0,1,0,0,0,0,0,0,47656
r1y5qx1v8,143.725699864577,-34.5454784935,Murrumbidgee,34.6296772753912,0,0,0.918918918918919,22.541549646235143,16.3999996185303,61.5350341796875,308.556823730469,305543.34375,0.00742949778214097,0,1,8,1,0,1,0,0,0,0,0,0,47674
r1y5x2px1,143.766484917437,-34.5397766808987,Murrumbidgee,0,0,0,0.972972972972973,47.87040898958072,16.3999996185303,62.2029876708984,307.120819091797,42359.7109375,0.0190837495028973,0,0,7,40,0,1,0,0,0,44,0,0,47891
r1y5y5n39,143.710265122159,-34.4779681875,Murrumbidgee,4.51050400559477,8,3034.61244325878,0.945945945945946,10.041395236217186,16.5,60.6340446472168,306.102935791016,1272093.75,0.0169832482933998,0,0,9,0,0,0,0,0,0,0,0,0,47937
r1y5zzpvw,143.815882882272,-34.476221095,Murrumbidgee,0,19,3793.52493494061,1,1758.8883183676437,16.4756755828857,64.942985534668,306.297302246094,75543.0234375,0.0566625818610191,0,0,25,6,0,47,0,0,0,76,0,0,47995
r1y745j3e,143.884524323865,-34.61067,Murrumbidgee,1080.3416918558,0,0,0.8648648648648649,160.9980083683899,16.2999992370605,66.6336212158203,309,2.89253568649292,0.00665182899683714,0,0,3,0,0,0,0,0,0,0,0,0,48119
r1y7hn9m3,143.968170617892,-34.5916144215,Murrumbidgee,750.960142875847,1,275.699146250203,0.918918918918919,157.91003270912515,16.357759475708,67.6573486328125,307.652282714844,566304.75,0.011384760029614,0,0,1,1,0,2,0,0,0,138,0,0,48323
r1y7p566z,144.001354283446,-34.626535101,Murrumbidgee,0,1,275.699146250203,1,1224.296999109299,16.357759475708,67.6573486328125,307.652282714844,566304.75,0.011384760029614,0,0,8,0,0,2,0,0,0,0,0,0,48341
r1y7tdvcj,144.028006287671,-34.520763939,Murrumbidgee,0,1,275.699146250203,0.8918918918918919,39.67800672592188,16.3999996185303,70.4679946899414,306,45039.265625,0.00658158119767904,0,0,0,1,0,0,0,0,0,0,0,0,48382
r1y7tkgx2,144.026179904394,-34.5120973945,Murrumbidgee,53.3443782577916,1,275.699146250203,0.8378378378378378,1.498375332498033,16.3999996185303,70.3102569580078,306,238879.796875,0.00426156492903829,0,0,1,1,0,0,0,0,0,0,0,0,48407
r1ye1rk5u,144.202805581816,-34.586637415,Murrumbidgee,0,0,0,0.8378378378378378,43.47397417798379,16.3022975921631,73.1131057739258,308.839080810547,174042.359375,0.011209893040359,0,0,5,0,0,0,0,0,0,2,0,0,50213
r1yeghvus,144.280949990261,-34.4686902595,Murrumbidgee,0,7,57.8263536986616,1,14.464186153537062,16.4083518981934,74.7311706542969,311.647338867188,769268.6875,0.01354914996773,0,0,0,0,0,0,0,0,0,0,1,0,50472
r1yeu51n4,144.312621287289,-34.4786362149999,Murrumbidgee,0,11,86.5836686133763,1,31.517086406320026,16.4083518981934,74.7311706542969,311.647338867188,769268.6875,0.01354914996773,0,0,0,0,0,0,0,0,0,2,0,0,50593
r1ygmn94b,144.711156410876,-34.5369997245,Murrumbidgee,0,10,271.908739520376,1,24.582636738795635,16.3285713195801,84.6179122924805,341.571441650391,1727577,0.0113609144464135,0,0,0,0,0,1,0,0,0,6,0,0,51056
r1yhpmgjn,143.762597901826,-34.4201586889999,Murrumbidgee,0,0,0,0.972972972972973,171.5778404195324,16.5,62.4788055419922,305.157897949219,140562.8125,0,0,0,1,1,0,0,0,0,0,0,0,0,51351
r1yk2ngp1,143.80083381938,-34.3698789964999,Murrumbidgee,49.3883024620965,0,0,1,225.61992855771817,16.5750007629395,62.1243171691895,303.8125,2473.24975585938,0.00249130348674953,0,0,1,1,0,0,0,0,0,0,0,0,51624
r1z58h62u,144.849659489801,-34.516408462,Murrumbidgee,3.36142580602578,14,216.854722492455,1,1.7790120253339508,16.3999996185303,87.161262512207,351.543853759766,1727572,0.0114461034536362,0,0,1,0,0,0,0,0,0,0,0,0,53669
r1z5uu83v,145.070803145913,-34.471824017,Murrumbidgee,0,3,249.283563268076,1,36.97533741939979,16.372896194458,91.6865005493164,359.336456298828,1727497.625,0.0121593046933413,0,0,0,0,0,0,0,0,0,0,1,0,53981
r1zeq1x78,145.814875366792,-34.5719642345,Murrumbidgee,31.7156667214409,0,0,0.9166666666666666,150.40036194291912,16.1000003814697,114.235870361328,392.983856201172,10.7696723937988,0.0319501720368862,0,1,1,0,0,0,0,0,0,0,0,0,56758
r1zg678uc,146.001847888924,-34.5676898479999,Murrumbidgee,0,7,111.551701159887,1,5.494962801211941,16.0511627197266,119.929161071777,400.013946533203,2332401.75,0.0104234097525477,0,0,0,0,0,0,0,0,0,0,0,0,57904
r1zgk25wn,146.089285843712,-34.5846821624999,Murrumbidgee,0,0,0,1,191.83414866322616,16,124.112327575684,404.966674804688,44.5545959472656,0.0186972767114639,0,0,1,0,0,0,0,0,0,0,0,0,58121
r1ztww64h,145.83961282987,-34.151367942,Murrumbidgee,0,0,0,1,2985.8857251798427,16.4680461883545,102.954948425293,377.369476318359,135624.734375,0.0685335621237755,0,0,1,0,0,0,0,0,0,0,0,0,58644
r1zv6cc41,146.01990962757301,-34.224838322,Murrumbidgee,2028.35554117559,0,0,1,283.48262174222526,16.347318649292,115.711517333984,389.689971923828,339.584991455078,0.0539260841906071,0,0,3,0,0,0,0,0,0,0,0,0,58772
r32jghz3n,146.389551818248,-36.926028252,Ovens,0,1,35.9553727230276,1,36.16824106425919,12.8199996948242,389.642639160156,1195.59997558594,198290.453125,0.633882284164429,4,0,0,0,0,0,0,0,0,0,0,0,58803
r32jgsjps,146.41109386274,-36.9354508549999,Ovens,0,1,35.9553727230276,0.9444444444444444,5.473953719806088,12.6090908050537,423.797668457031,1234.81823730469,155603.625,1.41249048709869,3,0,0,0,0,1,0,0,0,0,0,0,58804
r32n55u3c,146.392855872224,-36.896972737,Ovens,0,1,35.9553727230276,1,13.303577077247692,13,365.213897705078,1182.11108398438,201570.3125,0.830111801624298,5,0,3,0,0,0,0,0,0,0,0,0,58821
r32nbfm51,146.296992962056,-36.765247586,Ovens,0,0,0,1,15.001362305347625,13.0600004196167,384.223785400391,1029.40002441406,39577.68359375,0.940096139907837,0,0,0,0,1,0,0,0,0,0,0,0,58830
r32ngbmgq,146.424469674101,-36.7840344634999,Ovens,0,0,0,1,12.984180657069274,13.7333335876465,261.601165771484,1100.66662597656,134312.4375,0.348295718431473,2,0,0,0,0,0,0,0,0,0,0,0,58832
r32nggx21,146.425542948985,-36.7490864249999,Ovens,0,0,0,1,13.623898495381995,13.9928569793701,219.514190673828,1041.5,322938.59375,0.464791357517242,0,0,0,1,0,0,0,0,0,0,0,0,58835
r32ngvzdn,146.423996533546,-36.7138948444999,Ovens,0,1,3.1595653359333302,1,30.41710327987581,14.0736846923828,209.296783447266,1003.05261230469,332798.125,0.200279340147972,1,0,1,0,0,0,0,0,0,0,0,0,58840
r32nx9ywe,146.583772562649,-36.819959419,Ovens,0,0,0,0.9722222222222222,13.524290854140668,13.3000001907349,314.411407470703,1222.59997558594,89536.8203125,0.282642722129822,2,0,0,0,0,0,0,0,0,0,0,0,58850
r32p7ywtq,146.424213359854,-36.6569300904999,Ovens,0,1,3.1595653359333302,1,10.0973553308643,14.1999998092651,197.530609130859,903.200012207031,350707.21875,0.105359330773354,2,0,1,0,0,0,0,0,0,0,0,0,58876
r32pebynw,146.42311785129,-36.6451683609999,Ovens,0,1,3.1595653359333302,1,1.8647082341646413,14.1999998092651,195.634475708008,889.571411132812,391538.1875,0.10017055273056,0,0,1,7,0,0,0,2,0,0,0,0,58879
r32pgm61m,146.396431099613,-36.577769648,Ovens,0,0,0,1,9.337571997091093,14.2227277755737,203.334426879883,814.045471191406,625.931823730469,3.98579502105713,1,0,0,1,0,0,0,0,0,0,0,0,58900
r32q8sn0s,146.632196664641,-36.8042869565,Ovens,2.45367112148607,0,0,0.945945945945946,1.0243430916497198,13.5,275.508728027344,1173.28576660156,195696.625,0.262627810239792,1,0,0,0,0,0,0,0,0,0,0,0,58932
r32r6j5z1,146.692393133204,-36.6679776159999,Ovens,0,0,0,1,2.341522813108253,13.6999998092651,228.462951660156,1019.66668701172,622734.9375,0.0706454813480377,0,0,0,0,0,0,0,0,0,0,0,0,58990
r32r9bwb0,146.679790594323,-36.6228904725,Ovens,0,0,0,1,9.659661605983786,13.8000001907349,221.651290893555,968.599975585938,656297.75,0.125503018498421,10,1,7,9,0,0,0,0,0,0,0,0,58992
r32rq65s7,146.878304002066,-36.6788436495,Ovens,0,2,26.3470427083407,1,19.90401698067683,13.4499998092651,257.194519042969,1092.25,623514.8125,0.122724428772926,1,0,0,1,0,0,0,0,0,0,0,0,59060
r32wucc9g,147.161883771786,-36.797606468,Kiewa,0,1,18.6545644352322,1,54.77133090084153,11.3100004196167,673.698120117188,1561.80004882812,89341.0078125,3.92757821083069,0,0,0,0,0,0,0,0,0,0,0,0,59103
r32xhbhe7,147.168492814701,-36.7374399999999,Kiewa,77.5613929550942,0,0,1,17.15565862430324,13.1999998092651,335.714874267578,1175.5,120557.953125,0.686156630516052,4,0,0,0,0,0,0,0,0,0,0,0,59123
